Timestamp,State,Title,Classification
1968-08-15 12:00:00+00:00,Wisconsin,"Report 25082: Retired police officer recalls he and a friend being intimidated from continuing their hike, near Bonita",Class B
1968-08-23 12:00:00+00:00,Oregon,Report 5816: Nighttime encounter by a worker at a logging site,Class B
1968-08-30 12:00:00+00:00,Washington,"Report 925: Backpacker observes a tall, early morning visitor in camp",Class B
1968-09-01 12:00:00+00:00,California,Report 629: Hunter locates large footprints near Railroad Flats,Class B
1968-09-28 12:00:00+00:00,Illinois,Report 12984: Nighttime sighting by motorists east of Carpentersville,Class A
1968-10-16 12:00:00+00:00,North Carolina,Report 6960: Early morning vocalizations heard near Rainbow Creek,Class B
1968-10-18 12:00:00+00:00,Texas,"Report 1526: Couple parked on dirt road encounter hairy, man-like creature",Class A
1968-11-01 12:00:00+00:00,California,Report 849: Girl has daytime sighting near Payne's Creek,Class A
1968-11-15 12:00:00+00:00,Michigan,Report 37448: Hunter recalls a possible encounter during deer season near St. Helen,Class B
1969-03-05 12:00:00+00:00,Washington,Report 1621: Fisherman witnesses bigfoot cross the road in front of his car,Class A
1969-03-09 12:00:00+00:00,Washington,Report 1620: Family on vacation find tracks in an isolated area.,Class B
1969-06-15 12:00:00+00:00,Florida,Report 723: creature sitting on a wood pile seen watching witness.,Class A
1969-07-01 12:00:00+00:00,Michigan,Report 21916: Possible Evening Encounter by Woman on Horseback near Union,Class B
1969-07-16 12:00:00+00:00,Missouri,Report 22448: Early morning sighting near Scott City Diversion Canal,Class A
1969-07-18 12:00:00+00:00,South Carolina,Report 13674: Sightings around a property near Chesnee,Class B
1969-07-20 12:00:00+00:00,Texas,Report 14376: Encounter during a summer camp campout near the Brazos River,Class A
1969-08-01 12:00:00+00:00,West Virginia,Report 24421: Woman remembers daylight sighting while walking in the Slate Creek area,Class A
1969-08-09 12:00:00+00:00,Illinois,Report 28714: Memory told of seeing a bigfoot on the side of a road along Middle Branch Creek,Class A
1969-08-16 12:00:00+00:00,Idaho,Report 4741: Four witnesses have encounter near McCall,Class A
1969-08-16 12:00:00+00:00,Arkansas,Report 1944: Family has multiple encounters with white bigfoot creature,Class A
1969-09-01 12:00:00+00:00,California,Report 2935: Father and son see large footprints outside Orick,Class B
1969-09-01 12:00:00+00:00,Illinois,Report 24147: Creature seen at a flooded rock quarry near Hampton,Class A
1969-10-18 12:00:00+00:00,Idaho,Report 10510: Logger and granddaughter have brief sighting in the Selkirk Mountains,Class A
1969-11-15 12:00:00+00:00,Washington,Report 5453: Large bipedal animal seen 5 miles East of Packwood on Hwy 12,Class A
1969-11-19 12:00:00+00:00,Washington,"Report 5452: A large bipedal animal seen in the headlights on hwy 12,  5 miles East of Packwood",Class A
1969-11-24 12:00:00+00:00,West Virginia,Report 29124: Recollection of a daylight sighting while deer hunting near Greenbrier River.,Class A
1970-04-01 12:00:00+00:00,Tennessee,"Report 23645: Sighting by motorist in the Great Smoky Mountains National Park, not far from the park entrance.",Class A
1970-04-14 12:00:00+00:00,Washington,Report 2602: Loud vocalizations heard near Stevens Pass,Class B
1970-05-13 12:00:00+00:00,Washington,Report 1384: Vocalizations heard by hikers,Class B
1970-05-15 12:00:00+00:00,Louisiana,Report 56107: Memory told of a nighttime sighting while working as a police officer answering a prowler call in Marrero,Class A
1970-05-15 12:00:00+00:00,Virginia,Report 35477: Memory told of a nighttime sighting while joy riding on train tracks near Purcellville,Class A
1970-05-16 12:00:00+00:00,Virginia,Report 7392: Youth catches standing figure in flashlight glow during camp-out,Class A
1970-06-01 12:00:00+00:00,Iowa,Report 16714: Two men remember hearing bone-chilling scream while parking at lookout point in Stone State Park,Class B
1970-06-15 12:00:00+00:00,Arkansas,Report 2957: Youths riding in back of pick-up have close observation of large biped crossing road,Class A
1970-06-24 12:00:00+00:00,South Carolina,"Report 13673: Various incidents around home with women and children only, near Summerville",Class A
1970-07-01 12:00:00+00:00,Washington,Report 4669: Memory told of hearing possible vocalizations while camping at Hollywood Gorge near Castle Rock,Class B
1970-07-15 12:00:00+00:00,Oregon,Report 13037: Possible nest nest and food remains found by retired soldier near the Sandy River,Class B
1970-07-17 12:00:00+00:00,Utah,Report 38797: Woman recalls childhood experience of a terrifying night-time encounter while camping near Kennecott Copper mine,Class B
1970-08-15 12:00:00+00:00,Iowa,Report 1234: Creature observed by witness.,Class A
1970-08-15 12:00:00+00:00,Oregon,Report 6027: Heavy steps around tent in dark scare backpackers,Class B
1970-09-01 12:00:00+00:00,Michigan,Report 23929: Dusk sighting by two women near Three Lakes (w/sketch by artist),Class A
1970-09-01 12:00:00+00:00,Nevada,Report 5692: Father and son hear vocalizations on Peavine Mt,Class B
1970-09-16 12:00:00+00:00,Virginia,Report 24569: A couple remembers their daylight sighting while driving thru the Shenandoah National Park many years ago,Class A
1970-09-27 12:00:00+00:00,Iowa,Report 44740: Memory told of being chased off by frightening thumps and scream while hiking in Pikes Peak State Park,Class B
1970-10-14 12:00:00+00:00,Oregon,Report 3050: Graceful creature ran by man when he was 15,Class A
1970-10-15 12:00:00+00:00,Washington,Report 50659: Young man has several possible day-time encounters near Moses Mountain in the '70s,Class B
1970-10-31 12:00:00+00:00,New Hampshire,Report 48354: Woman recalls scary night while at a Girl Scout campground in Bear Brook State Park,Class B
1970-11-01 12:00:00+00:00,Ohio,Report 4968: Tracks found along soybean field near Edinburgh,Class B
1970-11-01 12:00:00+00:00,Minnesota,Report 28711: Memory told of seeing an upright figure walk into a shooting lane while hunting near Nashwauk,Class A
1970-11-15 12:00:00+00:00,Oregon,Report 25764: Hunter recalls finding fresh tracks in snow outside of Glide,Class B
1970-11-15 12:00:00+00:00,Maine,Report 8259: Hunters find scat and have large rock thrown at them,Class B
1970-11-22 12:00:00+00:00,Washington,Report 1895: Four hunters find large tracks in snow outside their camp,Class B
1970-11-30 12:00:00+00:00,Iowa,Report 4011: Road crossing sighting in a farm area near Maynard; other incidents in vicinity,Class A
1971-03-01 12:00:00+00:00,Washington,Report 11930: Soldier sees large figure while on patrol at Fort Lewis,Class B
1971-04-15 12:00:00+00:00,California,Report 13287: Possible BF-related incidents around a home near Guadalupe Pass,Class B
1971-06-01 12:00:00+00:00,Missouri,Report 1120: Sasquatch encountered standing by porch,Class A
1971-06-25 12:00:00+00:00,Oregon,Report 604: Nightime sighting by motorists near Boring,Class A
1971-06-30 12:00:00+00:00,Ohio,Report 4307: Late night sighting by children at a home in Calcutta,Class A
1971-06-30 12:00:00+00:00,Colorado,Report 15588: Daytime sighting of white creature near Dillon,Class A
1971-07-15 12:00:00+00:00,Florida,Report 1021: Large Creature standing in road,Class A
1971-07-15 12:00:00+00:00,Colorado,Report 513: Future doctor sees giant tracks high in Rawah wilderness,Class A
1971-07-15 12:00:00+00:00,Michigan,Report 19938: Teenager views runner covered in hair near Michigamme,Class A
1971-08-01 12:00:00+00:00,Kentucky,Report 2385: Strange sounds heard over the course of that summer,Class B
1971-08-01 12:00:00+00:00,Ohio,Report 4983: Sighting and vocalizations at a home in Wayne National Forest,Class A
1971-08-06 12:00:00+00:00,California,Report 1954: Brothers have strange experience above Strawberry,Class B
1971-08-27 12:00:00+00:00,Washington,Report 1645: Witness observed creature walking up a hill,Class A
1971-09-15 12:00:00+00:00,Colorado,Report 3606: Campers have daylight sighting near Leadville,Class A
1971-10-01 12:00:00+00:00,Colorado,"Report 1228: Youngster frightened by ""monster"" peeping in window",Class B
1971-10-01 12:00:00+00:00,North Carolina,Report 3439: Young boy startles creature under house porch.,Class A
1971-10-15 12:00:00+00:00,Washington,Report 39858: Memory told of a possible nighttime sighting outside a home in Granite Falls,Class B
1971-10-16 12:00:00+00:00,New Jersey,"Report 10046: Small group observed in a remote part of Essex County Swamp, around noon.",Class A
1971-10-25 12:00:00+00:00,Oklahoma,Report 2909: Deer kill stash discovered after bigfoot sighting,Class B
1971-11-12 12:00:00+00:00,Louisiana,Report 23227: Daylight sighting by squirrel hunter outside Sarepta,Class A
1971-11-17 12:00:00+00:00,Missouri,Report 36761: Memory told of a close encounter while deer hunting east of Salem,Class A
1972-01-01 12:00:00+00:00,Arizona,Report 24052: Man recounts boyhood experience of hearing a terrifying scream while hunting near the San Pedro River,Class B
1972-02-25 12:00:00+00:00,Michigan,Report 3525: Snowmobiler finds large barefoot tracks in upper peninsula of Michigan,Class B
1972-03-15 12:00:00+00:00,Florida,Report 1719: Possible collision with vehicle outside Homestead,Class B
1972-05-15 12:00:00+00:00,Florida,Report 5519: Man recalls childhood encounter with sasquatch,Class B
1972-05-22 12:00:00+00:00,Washington,"Report 1652: Multiple witness incident on the western slope of Silver Star Mt., near Pyramid Rock",Class A
1972-06-06 12:00:00+00:00,Wyoming,"Report 12302: Yellowstone backcountry ranger describes sighting, other incidents",Class A
1972-07-01 12:00:00+00:00,Oregon,Report 41634: Memory told of observing bi-pedal creatures while driving on an unimproved dirt road in the Wallowa Mountains east of Cove,Class B
1972-07-15 12:00:00+00:00,Missouri,Report 1136: Creature seen stepping over four foot barbed wire fence near the town of Louisiana,Class A
1972-07-15 12:00:00+00:00,Texas,Report 1632: Family camping at Lake Somerville is menaced by a loud screaming creature,Class B
1972-07-15 12:00:00+00:00,Texas,Report 31912: Childhood sighting recalled near Whitehouse,Class A
1972-07-29 12:00:00+00:00,Florida,Report 37304: Best friends recall watching their dirt bike being canvassed by a hairy biped while camping at Lake Mills,Class A
1972-08-01 12:00:00+00:00,Ohio,Report 4959: Nightime sighting at a Lake Milton marina,Class A
1972-08-15 12:00:00+00:00,Maryland,Report 10687: Child sees large figure looking at him in window at night,Class B
1972-08-15 12:00:00+00:00,Washington,Report 1612: Screams terrify campers near Mt. St. Helens,Class B
1972-08-15 12:00:00+00:00,Nevada,Report 5697: Three boys encounter sasquatch in eroded terrain,Class A
1972-08-25 12:00:00+00:00,Nevada,Report 5770: Four feral dogs chase sasquatch,Class B
1972-08-31 12:00:00+00:00,Washington,Report 1226: Teens returning from baseball game were chased by bigfoot.,Class A
1972-09-04 12:00:00+00:00,Illinois,Report 32196: Memory told of family encounters near Granite City.,Class B
1972-09-15 12:00:00+00:00,Illinois,Report 3471: Beige upright creature seen at a distance of 1000 yards near Kell.,Class C
1972-09-15 12:00:00+00:00,California,Report 8487: Hiking boy has close encounter in High Sierra,Class A
1972-09-30 12:00:00+00:00,Kentucky,Report 26605: Man recalls early morning sighting while squirrel hunting near Salyersville,Class A
1972-10-01 12:00:00+00:00,Idaho,Report 15120: Man describes daylight sighting by father (elk hunter) near Clarkia,Class B
1972-10-01 12:00:00+00:00,Kentucky,Report 2390: Bow hunter encounters large bipedal animal with a short neck and long arms,Class A
1972-10-14 12:00:00+00:00,Louisiana,Report 7715: Duck hunters have early morning encounter,Class A
1972-10-28 12:00:00+00:00,New York,Report 27035: Man recounts childhood incident at his home on Oneida Lake,Class B
1972-10-29 12:00:00+00:00,Illinois,Report 28423: Man recalls his face to face daylight encounter in Siloam Springs State Park,Class A
1972-11-05 12:00:00+00:00,Arkansas,Report 1636: Teenager has sighting near Ozark National Forest,Class A
1972-11-15 12:00:00+00:00,Michigan,Report 2830: BF shakes bush and screams at 2 hunters,Class A
1972-11-18 12:00:00+00:00,North Carolina,Report 10608: Deer hunter watches large upright walking animal on Butler Knob.,Class A
1972-11-18 12:00:00+00:00,Virginia,Report 18623: Memory told of an early morning encounter with hairy biped near Buchanan,Class A
1973-01-01 12:00:00+00:00,Mississippi,Report 1338: Several incidents in the East Fork Community,Class A
1973-04-04 12:00:00+00:00,Missouri,Report 5059: Family hears strange screams off Highway 54,Class B
1973-04-15 12:00:00+00:00,California,Report 26381: Man recalls adversarial encounter with an unknown creature near French Gulch,Class B
1973-04-18 12:00:00+00:00,Washington,Report 1383: Creature seen running along a road,Class A
1973-05-01 12:00:00+00:00,Michigan,Report 23530: Man recalls childhood incident near Grayling,Class A
1973-05-13 12:00:00+00:00,Illinois,Report 26905: Fisherman has closeup encounter with a juvenile near Kankakee,Class A
1973-05-19 12:00:00+00:00,Washington,Report 1809: Two witnesses see a crouched figure on the beach. It stood up and walked into the nearby woods,Class A
1973-06-06 12:00:00+00:00,Illinois,Report 3472: Series of three incidents describing a human sized creature near edge of Edwardsville.,Class C
1973-06-08 12:00:00+00:00,Illinois,Report 42547: Woman recalls her possible encounter on a farm outside Prairie du Rocher.,Class B
1973-06-09 12:00:00+00:00,Illinois,Report 32162: Recollection of daylight sighting as youth near Victoria,Class A
1973-06-13 12:00:00+00:00,Virginia,Report 23400: Upright creature crosses road in the path of a car near Newington Forest,Class A
1973-07-01 12:00:00+00:00,Missouri,Report 50534: Memory told of rocks thrown as two friends attempt to climb steep hill at Lake of the Ozarks,Class B
1973-07-01 12:00:00+00:00,Iowa,Report 27978: Memory of a possible encounter as young girls riding horses at night near the Coralville Reservoir,Class B
1973-07-10 12:00:00+00:00,Indiana,Report 10538: Youths have daylight sighting near Westfield,Class A
1973-08-01 12:00:00+00:00,New York,Report 13874: Old sighting (1973) and recent vocalizations (2005/06) on the outskirts of Maryland (town),Class A
1973-08-01 12:00:00+00:00,Kentucky,Report 2428: Witness has sighting next to his home in Madison Co,Class A
1973-08-15 12:00:00+00:00,Washington,Report 1680: Young boy awakened by a loud roaring scream (Part 1),Class B
1973-08-23 12:00:00+00:00,Florida,"Report 1030: 5 children observe a very large hairy ""man"" for several minutes (N. Ft. Myers)",Class A
1973-08-24 12:00:00+00:00,Idaho,Report 3292: Mountain goat hunters have encounter with 8'-9' tall biped,Class A
1973-08-30 12:00:00+00:00,Ohio,Report 33014: Memory told of a daylight sightling while walking down railroad tracks near East Liverpool,Class A
1973-09-08 12:00:00+00:00,Indiana,Report 6094: Child has sighting in cornfield near Sheridan.,Class A
1973-09-12 12:00:00+00:00,Pennsylvania,Report 26888: Man recalls his encounter after riding his dirt bike as a young man near Bradford,Class A
1973-09-28 12:00:00+00:00,Oklahoma,Report 9765: Motorist and children have daylight sighting near Burns Flat.,Class A
1973-10-01 12:00:00+00:00,North Carolina,Report 3333: Large creature turned and stared at couple,Class A
1973-10-15 12:00:00+00:00,California,Report 7731: Hunting Partners Have Early Morning Roadway Sighting,Class A
1973-10-20 12:00:00+00:00,Washington,Report 4323: Two hunters hear nighttime vocalizations near Darrington,Class B
1973-11-15 12:00:00+00:00,Oregon,Report 7562: Hunter briefly observes a stationary upright animal before it runs away,Class A
1973-12-20 12:00:00+00:00,Arizona,Report 24405: Man tells of his scary encounter while traveling Route 66 in a snow storm,Class A
1974-03-15 12:00:00+00:00,Michigan,Report 37553: Multiple childhood interactions recalled by a woman who grew up near Kalamazoo,Class A
1974-04-15 12:00:00+00:00,Tennessee,Report 11328: Young girl has sighting near Milan,Class B
1974-04-18 12:00:00+00:00,South Carolina,Report 11487: Security policeman has nighttime sighting at Myrtle Beach Air Force Base,Class A
1974-04-20 12:00:00+00:00,Ohio,Report 14223: Possible night time sighting by hunters in a marsh near Port Clinton,Class B
1974-04-30 12:00:00+00:00,Georgia,Report 2100: Witness recounts he and his friend's encounters with a strange creature along with strange sounds and footprint finds,Class B
1974-05-04 12:00:00+00:00,West Virginia,Report 26963: Blacksmith recalls seeing a creature come down a mountainside and shares a sketch he drew,Class A
1974-06-01 12:00:00+00:00,California,Report 875: Man has sighting near Alturas,Class A
1974-06-15 12:00:00+00:00,Idaho,Report 6391: Camper sees sasquatch across Snake River,Class A
1974-06-15 12:00:00+00:00,Georgia,Report 447: Unusual incident... a horseback rider's close encounter,Class A
1974-06-27 12:00:00+00:00,Washington,Report 10653: Young bike riders see large animal cross road,Class A
1974-07-06 12:00:00+00:00,Washington,Report 967: Teenage dirt bike riders hear screams,Class B
1974-07-13 12:00:00+00:00,Illinois,Report 39827: Memory told of a possible sighting on a back road west of Hardin,Class B
1974-07-15 12:00:00+00:00,Florida,Report 414: Year long sightings by family,Class A
1974-07-19 12:00:00+00:00,Florida,Report 45551: Recollection of setting up camp and observing a tall bi-pedal animal running near Palm Beach Gardens,Class B
